%time,field.data0,field.data1,field.data2
1.61278807401043E+018,1.26728708258,0.570914680266,0.160089743536
1.61278807403867E+018,1.1267146782,0.464492708011,-0.429822640563
1.61278807408802E+018,1.12527145393,0.411220096035,0.855916171335
1.61278807411225E+018,1.06143486343,0.339055654132,0.268415248808
1.61278807414389E+018,1.00993200396,0.274617289367,0.36077510153
1.61278807418237E+018,0.857103804744,0.179155124965,-0.667439357413
1.61278807421147E+018,0.678131368271,0.0821033751403,-1.03519341312
1.61278807424657E+018,0.481576194427,-0.0123623866615,-1.33989251633
1.61278807428387E+018,0.419105378425,-0.0509361661045,-0.139038902894
1.61278807431125E+018,0.199777690308,-0.138196848388,-1.73136450298
1.61278807433892E+018,0.126500519171,-0.163570215317,-0.425801662303
1.61278807437493E+018,0.0261769729004,-0.188405959019,-0.694617501213
1.61278807440843E+018,-0.0202219950853,-0.183823297145,-0.179683374459
1.61278807444882E+018,-0.105963078172,-0.182781991323,-0.544508761103
1.61278807448516E+018,-0.160778090359,-0.160651395232,-0.253462910452
1.61278807451512E+018,-0.24695506299,-0.144884287654,-0.607347489877
1.61278807454546E+018,-0.239812008337,-0.0955014340208,0.220452428867
1.61278807458404E+018,-0.398717684603,-0.110595327402,-1.51690502688
1.61278807462342E+018,-0.402662275153,-0.0809207354739,-0.251760798758
1.61278807465552E+018,-0.363035536552,-0.055049424203,-0.00262163391419
1.61278807468065E+018,-0.299535356613,-0.0295267597458,0.202692726202
1.61278807471406E+018,-0.308788341666,-0.0317424837809,-0.474155039154
1.61278807475162E+018,-0.281872314916,-0.0209665662492,-0.118832215145
1.61278807477699E+018,-0.288521470601,-0.0251767828372,-0.454170723758
1.61278807481213E+018,-0.264674111364,-0.0202976773996,-0.169310036063
1.61278807484598E+018,-0.251654558306,-0.0217469559301,-0.271320131255
1.6127880748849E+018,-0.271376648873,-0.0347013642647,-0.583610977965
1.61278807491546E+018,-0.264284843997,-0.0368885452818,-0.323175476277
1.61278807494475E+018,-0.273633895745,-0.0431221221256,-0.462873985289
1.61278807497603E+018,-0.313866236302,-0.0606444343768,-0.788750169715
1.61278807501489E+018,-0.307823304712,-0.0583829486971,-0.338059237536
1.61278807504329E+018,-0.348454278398,-0.072394398893,-0.800062970568
1.61278807508402E+018,-0.355439845313,-0.0731284429683,-0.497321347028
1.61278807511192E+018,-0.401149694592,-0.0876047987204,-0.89803849596
1.61278807514987E+018,-0.395804398136,-0.0830075001707,-0.429301285734
1.61278807519184E+018,-0.400255723023,-0.082266351684,-0.526035062827
1.61278807522653E+018,-0.346140929198,-0.0606427198987,0.061213575441
1.61278807524995E+018,-0.351038778482,-0.0621211810163,-0.489859248005
1.6127880752853E+018,-0.424693264987,-0.0848381013007,-1.16252163223
1.61278807532301E+018,-0.420135024312,-0.0789336937036,-0.454856649705
1.61278807534926E+018,-0.438281285632,-0.0818252805327,-0.687064433474
1.61278807537932E+018,-0.518799091032,-0.107330795299,-1.34575679152
1.61278807541868E+018,-0.477543666929,-0.088738151018,-0.205504560791
1.61278807544716E+018,-0.442997137529,-0.074229930439,-0.239574197362
1.61278807548151E+018,-0.392367063601,-0.0550179820167,-0.0444388492093
1.61278807551808E+018,-0.395077078781,-0.0561971669504,-0.535783919907
1.61278807555319E+018,-0.34293787637,-0.0388334863754,0.00725718120831
1.61278807558494E+018,-0.389834291162,-0.0568905770567,-0.932886200314
1.61278807562126E+018,-0.470109827883,-0.0859321424893,-1.31980376389
1.61278807565141E+018,-0.433189137542,-0.0727201830503,-0.226459793788
1.61278807568684E+018,-0.470195412076,-0.0855235566052,-0.926974746921
1.61278807571821E+018,-0.441319972158,-0.0751431564182,-0.307771667461
1.61278807575294E+018,-0.458653911045,-0.0809563694275,-0.737911346313
1.61278807578879E+018,-0.463202072516,-0.0820881994921,-0.628584930782
1.61278807581419E+018,-0.463322163392,-0.0808213227443,-0.581914291958
1.61278807585332E+018,-0.459980370639,-0.0786008785684,-0.549961089056
1.61278807588735E+018,-0.342587128046,-0.0369226579572,0.598202076078
1.61278807591217E+018,-0.352831804454,-0.0435696827387,-0.57678734633
1.61278807595249E+018,-0.314025180095,-0.0331552184816,-0.095463855884
1.61278807598183E+018,-0.208507797662,0.000889900971221,0.627514833721
1.61278807601532E+018,-0.19383157077,0.00092835771948,-0.177311063121
1.61278807605237E+018,-0.249714850832,-0.0233733800692,-0.865239352045
1.61278807608741E+018,-0.324156602245,-0.0508130670965,-1.08868725047
1.61278807612198E+018,-0.360133173657,-0.0636699864226,-0.78209881738
1.61278807615649E+018,-0.234139464571,-0.0199639350257,0.803861020769
1.61278807618025E+018,-0.302393349018,-0.0474568892786,-1.02700706771
1.61278807621372E+018,-0.313085168305,-0.0532958790627,-0.516170882439
1.61278807625406E+018,-0.293555461452,-0.0495539145305,-0.233301125249
1.61278807629113E+018,-0.296641608038,-0.053187993282,-0.431034482322
1.61278807632299E+018,-0.359330901877,-0.0755230043416,-1.01439514686
1.61278807635427E+018,-0.37465531891,-0.0804502692462,-0.606497495679
1.61278807639844E+018,-0.369747133885,-0.0769078065493,-0.408804803572
1.61278807642499E+018,-0.446784677108,-0.102139829202,-1.22933462106
1.61278807645608E+018,-0.431172222787,-0.0927462974595,-0.371102609011
1.61278807648539E+018,-0.459852944281,-0.0985490394873,-0.796300644967
1.61278807651659E+018,-0.503146445497,-0.108297589074,-0.96923384781
1.61278807655402E+018,-0.451524176179,-0.0836950585159,-0.0578025711548
1.61278807658596E+018,-0.545312072027,-0.112910188237,-1.48767309434
1.61278807662164E+018,-0.520817379579,-0.0986472387618,-0.393696490631
1.61278807665874E+018,-0.486076761521,-0.0821870277271,-0.274942096715
1.61278807669171E+018,-0.432377666337,-0.0624737664091,-0.0737139000458
1.61278807673854E+018,-0.427255907492,-0.0617366332417,-0.515411821904
1.61278807677583E+018,-0.393633297004,-0.0505995165593,-0.217945449833
1.61278807678943E+018,-0.496929466756,-0.0865195902882,-1.54757882859
1.61278807681899E+018,-0.574725077806,-0.110641289456,-1.39147016701
1.6127880768606E+018,-0.558471333498,-0.103442020084,-0.555386948955
1.61278807689547E+018,-0.608955867982,-0.118946780833,-1.20193940904
1.61278807692634E+018,-0.494114471541,-0.0762150313996,0.403872194322
1.61278807696031E+018,-0.376984891141,-0.0362304879072,0.534657546218
1.61278807698672E+018,-0.537544202226,-0.0957621677809,-2.13919219809
1.61278807702566E+018,-0.400278603804,-0.0475036860827,0.69657862121
1.61278807705987E+018,-0.405840771375,-0.0520031180043,-0.598747621099
1.6127880770916E+018,-0.3608528795,-0.0393315365828,-0.100551683351
1.61278807712678E+018,-0.406285487726,-0.0576926741666,-0.949439732607
1.61278807715343E+018,-0.477747838466,-0.0845463776236,-1.26101524939
1.61278807720468E+018,-0.52731360974,-0.101782873859,-1.10974452686
1.61278807722139E+018,-0.41735867282,-0.0617376692268,0.449247970031
1.61278807726174E+018,-0.419399464827,-0.0642614696649,-0.574966703329
1.61278807729249E+018,-0.48481202318,-0.0867076751309,-1.19448046752
1.61278807732463E+018,-0.427221617576,-0.0653140258051,-0.0289796668961
1.61278807736215E+018,-0.434467642422,-0.0683690035905,-0.627714510659
1.61278807740337E+018,-0.464132317376,-0.0801991805357,-0.87073727323
1.61278807742625E+018,-0.455413602472,-0.0783068647487,-0.517446776626
1.61278807745974E+018,-0.370510501839,-0.051169710954,0.24798618507
1.61278807749678E+018,-0.429375668945,-0.073829139474,-1.09000031655
1.61278807752791E+018,-0.484250125349,-0.0918913756713,-1.09214073171
1.61278807756348E+018,-0.41582965021,-0.0658300801491,0.0907300650998
1.6127880775968E+018,-0.450626586741,-0.0755303208412,-0.862130873566
1.61278807763773E+018,-0.432447241433,-0.0679932075457,-0.384145404583
1.61278807766968E+018,-0.371323192318,-0.0484126394771,0.0429369985277
1.61278807769972E+018,-0.353646182079,-0.0417591711251,-0.298200515128
1.61278807774911E+018,-0.309058607607,-0.0288163421117,-0.0344276992089
1.61278807776894E+018,-0.240384256657,-0.00842091246419,0.254662866444
1.61278807780082E+018,-0.227462027745,-0.0099328080759,-0.243404843087
1.61278807782895E+018,-0.297583398384,-0.0396697489322,-1.05439206731
1.61278807786079E+018,-0.244032495226,-0.0232206010065,0.133141757838
1.61278807789164E+018,-0.29637725206,-0.0432434158947,-0.861519263747
1.61278807792954E+018,-0.369100907398,-0.0711290897299,-1.13721862073
1.61278807796499E+018,-0.34292884136,-0.0629014376651,-0.215931455864
1.61278807800155E+018,-0.35357848602,-0.0664652825541,-0.544178713077
1.61278807802405E+018,-0.408398114094,-0.0860720862601,-1.00738306802
1.61278807805836E+018,-0.445089305349,-0.0978359251137,-0.878109602716
1.61278807809576E+018,-0.538207895707,-0.127479887211,-1.47446349846
1.61278807813516E+018,-0.441179617345,-0.0889266763706,0.34053885245
1.61278807816886E+018,-0.406191279942,-0.0757642407149,-0.200035188014
1.61278807820208E+018,-0.368641918561,-0.0611785530251,-0.126646321492
1.61278807824576E+018,-0.375030131384,-0.0611898759145,-0.516358114425
1.61278807826508E+018,-0.3641614002,-0.056141353356,-0.360157277806
1.61278807829911E+018,-0.374249178215,-0.0575827504893,-0.550616886479
1.61278807833843E+018,-0.342860910042,-0.0443725694386,-0.14486433047
1.6127880783712E+018,-0.261164138278,-0.0153636165165,0.382893118313
1.61278807839934E+018,-0.307869573012,-0.03298136764,-0.825734043586
1.61278807844527E+018,-0.38566094862,-0.0611697278631,-1.19313548087
1.61278807846763E+018,-0.330264356548,-0.0430242398388,0.0503232013432
1.61278807851085E+018,-0.314349943184,-0.0405135918037,-0.295525762267
1.61278807856121E+018,-0.324333170062,-0.0461911067088,-0.52784551865
1.61278807858508E+018,-0.291021666719,-0.0380935586858,-0.116013100242
1.6127880786232E+018,-0.341789415958,-0.0592459632858,-0.919079184995
1.61278807866082E+018,-0.315624730085,-0.0511617659204,-0.18435394943
1.6127880786799E+018,-0.265275548646,-0.0358938260848,0.0800190353027
1.61278807869935E+018,-0.269509356467,-0.0405999301404,-0.415028910141
1.61278807874805E+018,-0.282579404721,-0.0470643305293,-0.495941891352
1.61278807877285E+018,-0.34660569854,-0.0698868236351,-1.01101404383
1.61278807879677E+018,-0.332048249554,-0.0614929094238,-0.264063343978
1.61278807883579E+018,-0.311367218671,-0.0527803219123,-0.202251973716
1.61278807887033E+018,-0.319436253631,-0.0548746350063,-0.473678768554
1.61278807889842E+018,-0.34946121782,-0.0649699033175,-0.707828794966
1.61278807893038E+018,-0.332512084179,-0.0578148447922,-0.264312261515
1.61278807896629E+018,-0.329082034774,-0.0558060526311,-0.383814857772
1.61278807900335E+018,-0.297722563593,-0.0438081227073,-0.096637702449
1.61278807903354E+018,-0.308291353489,-0.0475867440967,-0.490847692898
1.61278807907121E+018,-0.298801557497,-0.0459520422463,-0.316523267926
1.61278807910028E+018,-0.297081631958,-0.0463982161764,-0.37672511832
1.61278807912821E+018,-0.34638590527,-0.0628170384759,-0.870903366177
1.61278807916531E+018,-0.418356976863,-0.0869330299751,-1.15782806549
1.6127880791972E+018,-0.390675698452,-0.0751243755035,-0.233275185807
1.61278807923047E+018,-0.445795594413,-0.0924749746936,-1.03538715757
1.61278807926409E+018,-0.4794165964,-0.10185603717,-0.882987241471
1.61278807929777E+018,-0.504624294794,-0.106540107852,-0.824116541317
1.61278807933343E+018,-0.457879567206,-0.0862841909509,-0.133856540756
1.61278807936484E+018,-0.437842447432,-0.077621990793,-0.367141457876
1.61278807939744E+018,-0.458425698755,-0.0837315835468,-0.757180835082
1.61278807943072E+018,-0.538195428489,-0.109971448906,-1.3734695301
1.61278807947934E+018,-0.479959413967,-0.0854114112477,-0.0591556049264
1.61278807949872E+018,-0.532043444265,-0.100983504512,-1.11389230178
1.61278807953753E+018,-0.574947265516,-0.11291075309,-1.08226327337
1.61278807957168E+018,-0.547128359749,-0.09952186972,-0.418458467378
1.61278807960686E+018,-0.531357613616,-0.0906231675704,-0.509275081518
1.61278807963953E+018,-0.54707763261,-0.0936656426857,-0.816585377703
1.61278807967558E+018,-0.573511955582,-0.100515156251,-0.945146677837
1.61278807970406E+018,-0.566460506841,-0.0963179862867,-0.647320796504
1.61278807973764E+018,-0.526799142908,-0.0813496156802,-0.31668588949
1.6127880797706E+018,-0.531987420174,-0.0836573180025,-0.734499582488
1.61278807980564E+018,-0.558231480672,-0.0939006477206,-0.957974464718
1.61278807983653E+018,-0.493861557047,-0.0717905857036,-0.071432820374
1.61278807987282E+018,-0.416819792655,-0.0457142109364,0.131024985785
1.61278807990778E+018,-0.393023352603,-0.0408202988099,-0.333773667295
1.61278807993712E+018,-0.440067012837,-0.0602115976521,-1.01239540568
1.61278807996217E+018,-0.431961911498,-0.0588381851429,-0.500568322164
1.61278808001899E+018,-0.485670283857,-0.0786375101712,-1.10854431883
1.61278808004814E+018,-0.499579251205,-0.0845196505383,-0.773509210126
1.61278808006734E+018,-0.561092070365,-0.107323024163,-1.27200587877
1.6127880801045E+018,-0.486740550665,-0.0814950913727,0.0311659178227
1.61278808013685E+018,-0.519285775102,-0.0929170849603,-0.95243406004
1.61278808017119E+018,-0.437066294049,-0.0651141131123,0.154843245728
1.61278808020811E+018,-0.368534602527,-0.0429353604646,0.110666866745
1.61278808024107E+018,-0.398561546771,-0.0554372675,-0.798969859238
1.61278808028008E+018,-0.34829875098,-0.0397338548617,-0.0257565977113
1.61278808029989E+018,-0.353847878988,-0.0446971597472,-0.535971683034
1.61278808032998E+018,-0.36763607043,-0.0518416872704,-0.618454195809
1.6127880803763E+018,-0.333469302257,-0.0411319572324,-0.141966901827
1.61278808040022E+018,-0.287696555005,-0.0268595734982,0.0126022202521
1.61278808044342E+018,-0.392103632841,-0.0661433369593,-1.4523100956
1.61278808047843E+018,-0.392820644372,-0.0665740529428,-0.511971384763
1.61278808052121E+018,-0.408937579632,-0.0713007336883,-0.657864288087
1.61278808055718E+018,-0.457090624524,-0.08770576933,-1.00483064105
1.61278808060586E+018,-0.457961267774,-0.0881284201181,-0.593007672936
1.61278808062801E+018,-0.521013676109,-0.110728331202,-1.22388411207
1.61278808067147E+018,-0.520070371424,-0.108819581944,-0.637095665424
1.61278808068706E+018,-0.567274196217,-0.123890300564,-1.12225699045
1.61278808071317E+018,-0.573552550566,-0.122565864944,-0.749313104595
1.612788080755E+018,-0.540775401508,-0.107097874588,-0.360261370427
1.61278808078166E+018,-0.565300497268,-0.110591205541,-0.888248255387
1.61278808081236E+018,-0.567470511368,-0.10694634548,-0.701088667441
1.61278808085109E+018,-0.661008143201,-0.133982975063,-1.61343453499
1.6127880808821E+018,-0.653093255101,-0.12521525309,-0.705645970607
1.61278808091048E+018,-0.609025301991,-0.105688043764,-0.35102223536
1.61278808093923E+018,-0.568087804108,-0.0878838471946,-0.335505949341
1.61278808099488E+018,-0.58616844496,-0.0928496404106,-0.900170061426
1.61278808101262E+018,-0.551603356667,-0.0794433769761,-0.393217492076
1.61278808104285E+018,-0.576868762903,-0.0877267383723,-0.960734931071
1.61278808107747E+018,-0.510419161067,-0.0648686154583,-0.0771799325088
1.61278808111362E+018,-0.572699229141,-0.0899293698576,-1.318208963
1.61278808115763E+018,-0.673698896454,-0.125538233222,-1.75614409808
1.61278808119209E+018,-0.664717696083,-0.121305855908,-0.76006445266
1.61278808121479E+018,-0.563264676759,-0.0855588193308,0.174233531966
1.61278808125107E+018,-0.54551951972,-0.0807230261155,-0.559029821699
1.61278808128358E+018,-0.575712994097,-0.0933540439027,-1.02592802125
1.61278808130847E+018,-0.489650425395,-0.0639674009258,0.120609191434
1.61278808134905E+018,-0.535679016015,-0.0826242548278,-1.12041192496
1.61278808137961E+018,-0.640264197486,-0.119700468871,-1.7469002758
1.61278808141567E+018,-0.741219517785,-0.153125739964,-1.81676794773
1.61278808144941E+018,-0.687653258521,-0.13159481195,-0.376960806941
1.61278808147882E+018,-0.723181390242,-0.142043470849,-1.21642707814
1.61278808151262E+018,-0.77186223531,-0.156506808653,-1.38757793002
1.6127880815487E+018,-0.67532717947,-0.117660130031,0.0372116259148
1.61278808158602E+018,-0.60466570644,-0.0900619989838,-0.126469980356
1.61278808162445E+018,-0.578744413938,-0.0804372981466,-0.512485181461
1.6127880816473E+018,-0.538408156073,-0.0673294659206,-0.350112966822
1.61278808169125E+018,-0.564413706794,-0.0778542644944,-0.972351357489
1.61278808171417E+018,-0.623048586788,-0.0999529047706,-1.33400386341
1.61278808174937E+018,-0.635422443813,-0.104313410689,-0.925514014728
1.61278808177986E+018,-0.596938023089,-0.0924315485591,-0.44276302921
1.61278808181078E+018,-0.61932736843,-0.101521522822,-1.00499092352
1.61278808185048E+018,-0.600503599097,-0.0936444739355,-0.593789601943
1.61278808187864E+018,-0.596193080608,-0.0911617104188,-0.720216326477
1.6127880819132E+018,-0.631117259641,-0.104478659939,-1.12937029584
1.61278808194022E+018,-0.617222231965,-0.10067663979,-0.679950603902
1.6127880819856E+018,-0.645003158647,-0.1112573084,-1.08036891158
1.61278808201446E+018,-0.689496193633,-0.129241735043,-1.2966528138
1.61278808204787E+018,-0.735908169873,-0.146499458888,-1.35683403168
1.61278808208432E+018,-0.660376032845,-0.118538322141,-0.161919980547
1.61278808212055E+018,-0.777950822656,-0.15708928463,-2.00445138738
1.61278808215668E+018,-0.862250825195,-0.182338975212,-1.79925293977
1.61278808217845E+018,-0.965153176693,-0.211266332335,-2.06529244873
1.61278808222161E+018,-1.14856679625,-0.264514495199,-2.96914992395
1.61278808225194E+018,-1.35502391229,-0.323593766169,-3.40909727951
1.61278808228447E+018,-1.53792245054,-0.371778537558,-3.40472062924
1.61278808232284E+018,-2.0771658393,-0.540898632326,-7.18767641284
1.6127880823541E+018,-3.08051401914,-0.861080770704,-12.4247357601
1.61278808238298E+018,-4.44187515995,-1.28436922126,-17.0668330587
1.61278808241851E+018,-6.05440811262,-1.76579028896,-21.0089560567
1.612788082461E+018,-8.06872583055,-2.35415914478,-26.7486813079
1.6127880824941E+018,-10.4096021182,-3.01712818555,-32.178185265
1.61278808253352E+018,-13.3654805695,-3.84838381929,-40.8579312981
1.61278808257141E+018,-16.4127727244,-4.6559417506,-44.9528757844
1.61278808261061E+018,-19.6181547001,-5.46387611812,-49.8541453238
1.61278808262888E+018,-22.9536771274,-6.26160306597,-54.6767032185
1.61278808267178E+018,-25.8949116924,-6.86919001646,-54.4272774913
1.61278808269644E+018,-28.7138990139,-7.39338631259,-56.5552099065
1.61278808272046E+018,-31.1000018014,-7.73309569576,-55.4877308142
1.61278808275185E+018,-33.2691711423,-7.97753774659,-56.199970671
1.61278808280552E+018,-35.0471133048,-8.07872087322,-55.0174194369
1.61278808282102E+018,-36.7518680852,-8.15697271686,-56.6440212769
1.61278808285445E+018,-38.1269552298,-8.13073370531,-55.6742839227
1.61278808289026E+018,-39.3740896861,-8.08265263287,-56.4403012287
1.61278808291908E+018,-40.3823499473,-7.98122739513,-55.994001269
1.61278808295573E+018,-41.2052978726,-7.85595940009,-55.8845594625
1.6127880829906E+018,-41.9845206967,-7.76718297923,-57.0606427142
1.61278808302088E+018,-42.4575953689,-7.62371642195,-55.5307751823
1.61278808305513E+018,-42.8736302384,-7.51427373145,-56.1317315464
1.61278808309421E+018,-43.2233911947,-7.43307204467,-56.5295533843
1.61278808312168E+018,-43.4483360903,-7.35864599722,-56.2311192154
1.61278808315514E+018,-43.5455683313,-7.2856831735,-55.6945296943
1.61278808318995E+018,-43.6256845277,-7.24823632957,-56.0571601423
1.61278808322807E+018,-43.6916911354,-7.23218155353,-56.2764238362
1.61278808325228E+018,-43.7900629311,-7.24743843711,-56.8794877798
1.61278808328503E+018,-43.7853710736,-7.23720556735,-56.0655289731
1.61278808332097E+018,-43.8188761512,-7.24298317768,-56.4713884491
1.61278808334942E+018,-43.849381819,-7.25047304113,-56.5094699963
1.61278808338694E+018,-43.9539113911,-7.2819228713,-57.2755191695
1.61278808342096E+018,-43.9445441846,-7.27285659129,-56.2523550135
1.61278808345371E+018,-43.9096996211,-7.25506072433,-55.9876908788
1.61278808348745E+018,-43.8905674426,-7.24612001781,-56.1355672902
1.61278808352175E+018,-43.9689619146,-7.2705448755,-57.087898905
1.61278808355971E+018,-44.0213883891,-7.28544529203,-56.9195431621
1.61278808359494E+018,-43.9062217651,-7.2406576694,-55.287631859
1.61278808362769E+018,-43.9524873822,-7.25513847408,-56.7987334129
1.61278808366824E+018,-43.9556512395,-7.254539724,-56.4220815195
1.61278808368885E+018,-43.8562292022,-7.21657533462,-55.3800223511
1.61278808372933E+018,-43.9093253522,-7.2354394281,-56.8266467175
1.6127880837602E+018,-44.0589678581,-7.28701437389,-57.8542965551
1.61278808379263E+018,-44.1183310984,-7.30347506313,-57.0968748101
1.6127880838241E+018,-44.2012739762,-7.32711241893,-57.3986268888
1.61278808385855E+018,-44.2357626909,-7.33372561425,-57.0134020331
1.61278808389099E+018,-44.1863130682,-7.31146911994,-56.2165352246
1.61278808392339E+018,-44.1572058646,-7.29802172629,-56.3775043785
1.61278808395172E+018,-44.1604454508,-7.29571804234,-56.6668198842
1.61278808399581E+018,-44.1152224896,-7.27757857363,-56.1940717785
1.61278808402582E+018,-44.0747629206,-7.26232134434,-56.198353835
1.61278808406892E+018,-43.9686312192,-7.22529034119,-55.4987887746
1.612788084095E+018,-43.9912089543,-7.23360728472,-56.6676035691
1.61278808412262E+018,-44.0185192706,-7.24349607004,-56.7423490633
1.61278808415987E+018,-44.0251482043,-7.24671308388,-56.5728838825
1.61278808419451E+018,-44.0073634994,-7.24222168251,-56.3426574599
1.61278808422765E+018,-43.9232294211,-7.21390172385,-55.6466480104
1.61278808426121E+018,-44.0935266942,-7.27481206501,-58.107220298
1.61278808429352E+018,-44.1056413461,-7.27971808606,-56.7170952899
1.61278808432539E+018,-44.1117353701,-7.28186224167,-56.6650600476
1.61278808435621E+018,-44.0956105608,-7.27659889091,-56.4520655977
1.61278808439123E+018,-44.1455678064,-7.29753986788,-57.1256648469
1.61278808443621E+018,-44.0981717791,-7.28342715375,-56.1962344758
1.61278808446977E+018,-44.0088222036,-7.25329041015,-55.7022307674
1.61278808449637E+018,-44.029756536,-7.26235247649,-56.7082216215
1.61278808453279E+018,-44.0132507223,-7.25600488763,-56.3351960742
1.61278808456282E+018,-44.1917066277,-7.31644543299,-58.2653401593
1.61278808461948E+018,-44.2263257025,-7.32346113055,-57.0082564788
1.61278808463638E+018,-44.2740289587,-7.33453112474,-57.1791863605
1.61278808466882E+018,-44.3683544013,-7.3603847383,-57.6948770071
1.61278808469608E+018,-44.3117759892,-7.33252675659,-56.2848468005
1.61278808473464E+018,-44.2861350066,-7.31756236228,-56.5482822346
1.61278808477372E+018,-44.2776411474,-7.31168285883,-56.719559314
1.61278808479887E+018,-44.31124365,-7.32069513115,-57.1354108803
1.61278808483209E+018,-44.272730294,-7.30385052848,-56.4456003045
1.6127880848587E+018,-44.2131642314,-7.2808843762,-56.1987952571
1.61278808489443E+018,-44.1534192966,-7.26004416451,-56.1446666542
1.61278808492978E+018,-44.0546050968,-7.22949462987,-55.7142548479
1.61278808496343E+018,-44.1333726017,-7.25979882284,-57.3683800905
1.61278808499742E+018,-44.2025533004,-7.28488805353,-57.3508960852
1.61278808502999E+018,-44.1310621659,-7.25965648671,-56.0090485067
1.61278808505827E+018,-44.0595099927,-7.23659008426,-55.9408630924
1.61278808510738E+018,-44.0927265942,-7.25051311104,-56.9106511633
